SPF,valid,size,inputs,outputs
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(S(), C(S(), S())))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 12, 14, 16, 18, 20, 22, 24, 26, 28]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), R(Z(), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), S()))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 11, 16, 21, 26, 31, 36, 41, 46, 51]"
"C(R(C(S(), Z()), P(2, 1)), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]"
"C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 3, 0, 1, 2, 3, 4, 5, 6]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
"R(Z(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 1, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(S(), R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), P(2, 1)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 0, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), R(C(S(), Z()), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 5, 6, 7, 8, 9, 10, 11, 12]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 0, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 2, 3, 2, 3, 2, 3, 2, 3]"
"C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(S(), Z()), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 1, 0, 0, 0, 0, 0, 0, 0]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 2, 4, 6, 8, 10, 12, 14]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 3, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 4, 6, 8, 10, 12, 14, 16, 18]"
"C(S(), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 1, 1, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), R(C(S(), Z()), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 4, 6, 8, 10, 12, 14, 16, 18, 20]"
"C(S(), R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 3, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 2, 1, 1, 1, 1, 1, 1, 1]"
"R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 3, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 13, 19, 25, 31, 37, 43, 49, 55]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 5, 6, 7, 8, 9, 10, 11, 12]"
"R(C(S(), Z()), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 2, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
"C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 3, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 3, 6, 9, 12, 15, 18, 21]"
"C(S(), R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), P(2, 1)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"C(R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 1, 1, 1, 2, 3, 4, 5, 6]"
"C(S(), C(R(Z(), P(2, 1)), C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 2, 4, 6, 8, 10, 12, 14, 16]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 2, 1, 0, 2, 1, 0, 2]"
"C(S(), C(S(), R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 3, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 1))))))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(R(C(S(), Z()), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 7, 11, 15, 19, 23, 27, 31, 35]"
"C(R(Z(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 3, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 2, 2, 2, 2, 2, 2, 2, 2]"
"C(S(), C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))), S()))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 2, 1, 4, 3, 2, 1, 4, 3]"
"R(Z(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 3, 2, 3, 4, 5, 6, 7, 8]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 0, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 9, 14, 19, 24, 29, 34, 39, 44]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 2)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 0, 1, 2, 0, 1, 2, 0]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 9, 13, 17, 21, 25, 29, 33, 37]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), C(S(), C(S(), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 1, 3, 5, 7, 9, 11, 13, 15]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 3, 2, 3, 4, 5, 6, 7, 8]"
"R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 0, 0, 1, 2, 3, 4, 5, 6]"
"R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 1, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 0, 2, 4, 6, 8, 10, 12, 14]"
"R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 2, 1, 3, 2, 1, 3, 2, 1]"
"C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 2, 3, 4, 5, 6, 7, 8]"
"R(C(S(), Z()), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 2)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 2, 0, 2, 0, 2, 0, 2, 0]"
"C(R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 3, 5, 7, 9, 11, 13, 15, 17]"
"R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 1, 0, 1, 2, 3, 4, 5]"
"R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 0, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), P(2, 1)), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 2, 5, 8, 11, 14, 17, 20, 23]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), S()))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 11, 14, 17, 20, 23, 26, 29, 32, 35]"
"R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 4, 3, 2, 1, 0, 4, 3, 2]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), C(S(), Z())), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 3, 4, 5, 6, 7, 8, 9, 10]"
"R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 1, 2, 3, 4, 5, 6, 7, 8]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 3, 6, 9, 12, 15, 18, 21, 24]"
"C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 3, 2, 1, 0, 3, 2, 1, 0]"
"C(S(), C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 4, 3, 5, 4, 3, 5, 4, 3]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), S())))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 13, 17, 21, 25, 29, 33, 37, 41, 45]"
"C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 1, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 8, 11, 14, 17, 20, 23, 26, 29]"
"C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 4, 7, 10, 13, 16, 19, 22, 25]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 1, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), Z()))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]"
"C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), R(C(S(), Z()), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 10, 15, 20, 25, 30, 35, 40]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), R(C(S(), C(S(), Z())), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 4, 3, 2, 1, 5, 4, 3, 2]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 2, 1, 2, 3, 4, 5, 6, 7]"
"R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"C(S(), C(R(Z(), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
"C(S(), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 1, 3, 1, 3, 1, 3, 1, 3]"
"R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 0, 0, 0, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), C(S(), C(S(), Z()))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 2, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 2)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 6, 10, 14, 18, 22, 26, 30, 34]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"R(Z(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 1, 2, 1, 2, 1, 2, 1, 2]"
"C(R(Z(), P(2, 1)), C(R(Z(), C(S(), C(S(), P(2, 2)))), R(C(S(), Z()), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 1, 3, 5, 7, 9, 11, 13, 15]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), R(C(S(), Z()), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 4, 5, 6, 7, 8, 9, 10, 11]"
"R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(Z(), P(2, 1)), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 0, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), P(2, 1)), R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
"R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 0, 0, 1, 2, 3, 4, 5]"
