,expr,arity,inputs,outputs,len_expr
1403,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 5, 9, 13, 17, 21, 25, 29, 33, 37]",88
23,"R(C(C(S(), S()), C(S(), S())), C(S(), R(S(), P(3, 2), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[7, 10, 13, 16, 19, 22, 25, 28, 31, 34]",89
77,"R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 5, 4, 4, 4, 4, 4, 4, 4, 4]",89
108,"R(C(C(S(), S()), C(S(), S())), R(S(), C(S(), P(3, 2)), S()), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[7, 9, 12, 16, 21, 27, 34, 42, 51, 61]",89
256,"R(C(S(), S()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 9, 14, 20, 27, 35, 44, 54, 65, 77]",89
789,"R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 5, 4, 3, 3, 3, 3, 3, 3, 3]",89
819,"R(C(S(), C(S(), S())), R(S(), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 9, 13, 18, 24, 31, 39, 48, 58, 69]",89
6,"C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), R(S(), P(2, 1), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[9, 9, 11, 13, 15, 17, 19, 21, 23, 25]",90
31,"R(S(), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 4, 1, 1, 2, 3, 4, 5, 6, 7]",90
33,"C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), P(2, 1), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[9, 7, 9, 11, 13, 15, 17, 19, 21, 23]",90
102,"R(S(), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 3, 3, 4, 6, 9, 13, 18, 24, 31]",90
132,"R(R(P(1, 1), P(2, 1), C(S(), Z())), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 1, 0, 1, 2, 3, 4, 5, 6]",90
141,"R(C(C(S(), S()), C(S(), S())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 4, 5, 6, 8, 11, 15, 20, 26, 33]",90
170,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]",90
199,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), P(2, 1), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 3, 4, 2, 3, 4, 5, 6, 7, 8]",90
210,"R(P(1, 1), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 4, 1, 1, 2, 3, 4, 5, 6, 7]",90
709,"C(R(C(S(), S()), P(2, 1), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 2, 3, 4, 5, 6, 7, 8]",90
729,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(2, 1)), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[8, 4, 6, 8, 10, 12, 14, 16, 18, 20]",90
752,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 5, 10, 16, 23, 31, 40, 50, 61, 73]",90
792,"R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 4, 3, 3, 4, 5, 6, 7, 8, 9]",90
794,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[9, 3, 5, 7, 9, 11, 13, 15, 17, 19]",90
820,"R(C(C(S(), S()), R(S(), P(2, 1), Z())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 6, 11, 17, 24, 32, 41, 51, 62, 74]",90
837,"R(C(S(), C(S(), S())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 3, 4, 5, 7, 10, 14, 19, 25, 32]",90
860,"R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 1, 2, 3, 4, 5, 6, 7]",90
899,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 1))), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 9, 11, 13, 15, 17, 19, 21, 23, 25]",90
1006,"C(R(P(1, 1), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 0, 1, 2, 3, 4, 5, 6]",90
1102,"R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 4, 2, 2, 3, 4, 5, 6, 7, 8]",90
1155,"R(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 2, 2, 2, 2, 2, 2, 2]",90
1197,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 1))), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 8, 10, 12, 14, 16, 18, 20, 22, 24]",90
57,"R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 3, 7, 12, 18, 25, 33, 42, 52]",91
121,"R(S(), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",91
123,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 2, 3, 2, 3, 4, 5, 6, 7]",91
128,"R(S(), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 2, 3, 5, 8, 12, 17, 23]",91
191,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), R(S(), P(3, 2), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 3, 5, 7, 9, 11, 13, 15, 17, 19]",91
269,"R(C(S(), S()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 3, 4, 6, 9, 13, 18, 24]",91
294,"R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(2, 1))), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 6, 8, 10, 12, 14, 16, 18, 20, 22]",91
304,"R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 5, 9, 14, 20, 27, 35, 44]",91
356,"R(C(S(), R(S(), P(2, 1), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 3, 5, 8, 12, 17, 23, 30]",91
415,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 8, 18, 30, 44, 60, 78, 98, 120, 144]",91
422,"C(R(S(), P(2, 1), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 2, 1, 2, 3, 4, 5, 6]",91
465,"R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(S(), R(S(), P(3, 2), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 4, 7, 10, 13, 16, 19, 22, 25]",91
469,"C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 3, 5, 7, 9, 11, 13, 15]",91
550,"R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(S(), R(S(), P(3, 2), S())), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 3, 6, 9, 12, 15, 18, 21, 24, 27]",91
577,"R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(C(S(), S()), R(S(), P(3, 2), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 7, 11, 15, 19, 23, 27, 31, 35]",91
590,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), P(1, 1)), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 7, 11, 17, 25, 35, 47, 61, 77, 95]",91
618,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 2, 0, 1, 2, 3, 4, 5, 6]",91
651,"R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 2, 5, 9, 14, 20, 27, 35, 44, 54]",91
680,"R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), C(S(), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 6, 11, 17, 24, 32, 41, 51, 62]",91
761,"R(R(P(1, 1), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 1, 3, 6, 10, 15, 21, 28, 36]",91
936,"C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 2, 3, 1, 2, 3, 4, 5, 6]",91
943,"C(C(S(), R(S(), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 2, 2, 3, 4, 5, 6, 7]",91
955,"C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(2, 1), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 1, 3, 5, 7, 9, 11, 13, 15]",91
1024,"R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 4, 8, 13, 19, 26, 34, 43]",91
1049,"C(R(P(1, 1), P(2, 1), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 2, 4, 6, 8, 10, 12, 14, 16]",91
1080,"C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), P(2, 1), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 0, 0, 1, 2, 3, 4, 5, 6]",91
1095,"R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), P(2, 1), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 1, 2, 4, 6, 8, 10, 12, 14, 16]",91
1098,"C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 4, 0, 2, 4, 6, 8, 10, 12, 14]",91
1163,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 8, 2, 4, 6, 8, 10, 12, 14, 16]",91
1206,"R(R(S(), P(2, 1), C(S(), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 2, 4, 7, 11, 16, 22, 29]",91
1279,"C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), P(2, 1), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 1, 1, 2, 3, 4, 5, 6]",91
1289,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 6, 10, 16, 24, 34, 46, 60, 76, 94]",91
1303,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[7, 9, 1, 3, 5, 7, 9, 11, 13, 15]",91
1402,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[7, 9, 5, 7, 9, 11, 13, 15, 17, 19]",91
1448,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 8, 4, 6, 8, 10, 12, 14, 16, 18]",91
1464,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[6, 8, 6, 8, 10, 12, 14, 16, 18, 20]",91
1509,"C(R(S(), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 2, 1, 2, 3, 4, 5, 6]",91
386,"R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 6, 12, 20, 30, 42, 56, 72, 90]",92
479,"R(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), R(S(), C(S(), P(3, 2)), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 3, 7, 12, 18, 25, 33, 42, 52]",92
507,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(S(), R(S(), P(3, 2), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 5, 11, 17, 23, 29, 35, 41, 47, 53]",92
520,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 3, 9, 17, 27, 39, 53, 69, 87, 107]",92
615,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 5, 9, 15, 23, 33, 45, 59, 75]",92
1167,"C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 4, 8, 12, 16, 20, 24, 28, 32, 36]",92
1369,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 3, 3, 5, 7, 9, 11, 13, 15]",92
1405,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 3, 3, 3, 5, 7, 9, 11, 13, 15]",92
1410,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 7, 11, 15, 19, 23, 27, 31, 35]",92
116,"R(C(C(S(), S()), C(S(), S())), R(S(), C(S(), P(3, 2)), P(1, 1)), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[7, 8, 10, 13, 17, 22, 28, 35, 43, 52]",93
80,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 5, 3, 2, 3, 4, 5, 6, 7, 8]",94
216,"R(R(P(1, 1), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",94
232,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 3, 0, 0, 1, 2, 3, 4, 5, 6]",94
383,"R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 0, 0, 1, 2, 3, 4, 5, 6]",94
688,"C(R(C(S(), S()), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 3, 3, 2, 3, 4, 5, 6, 7, 8]",94
777,"R(C(S(), C(S(), S())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 6, 4, 4, 5, 6, 7, 8, 9, 10]",94
1027,"C(C(C(S(), S()), C(S(), S())), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 6, 5, 5, 6, 7, 8, 9, 10, 11]",94
1081,"R(C(S(), S()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 6, 3, 3, 4, 5, 6, 7, 8, 9]",94
1144,"R(C(S(), S()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 5, 6, 8, 11, 15, 20, 26, 33, 41]",94
70,"R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 1, 4, 8, 13, 19, 26, 34, 43]",95
155,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 2, 2, 2, 3, 4, 5, 6, 7, 8]",95
195,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[4, 2, 4, 2, 3, 4, 5, 6, 7, 8]",95
311,"R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), C(S(), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 6, 11, 17, 24, 32, 41, 51, 62]",95
483,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), P(2, 1), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 0, 1, 3, 5, 7, 9, 11, 13, 15]",95
510,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(2, 1))), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 5, 7, 9, 11, 13, 15, 17, 19, 21]",95
521,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 10, 20, 32, 46, 62, 80, 100, 122, 146]",95
526,"R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 3, 1, 2, 3, 4, 5, 6]",95
540,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",95
546,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 0, 1, 0, 1, 2, 3, 4, 5]",95
575,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), S()), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[7, 11, 17, 25, 35, 47, 61, 77, 95, 115]",95
610,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), C(S(), S())), C(S(), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[5, 11, 19, 29, 41, 55, 71, 89, 109, 131]",95
628,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 2, 0, 1, 2, 3, 4, 5]",95
650,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 11, 21, 33, 47, 63, 81, 101, 123, 147]",95
660,"R(R(S(), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z())))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 1, 2, 1, 2, 3, 4, 5, 6]",95
